name,street,houseNumber,postalCode,city,country,coordinats/0,coordinats/1
Parafia Rzymskokatolicka Narodzenia Świętego Jana Chrzciciela,gen. Józefa Hallera 122,122,43-400,Cieszyn,Poland,49.7359681,18.661475507811247
Parafia Rzymskokatolicka Świętego Jerzego,Liburnia 1,1,43-400,Cieszyn,Poland,49.75268725,18.62862634546351
Parafia Rzymskokatolicka Świętej Elżbiety,Katowicka 3,3,43-400,Cieszyn,Poland,49.7538305,18.6396992
Parafia Rzymskokatolicka Świętej Marii Magdaleny,Dominikański 2,2,43-400,Cieszyn,Poland,49.748239,18.632280779582
Parafia Rzymskokatolicka Imienia Najświętszej Marii Panny,Tadeusza Kościuszki 30,30,43-400,Cieszyn,Poland,49.755229850000006,18.648331010478966
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Wiosenna 6,6,43-400,Cieszyn,Poland,49.754863099999994,18.676887699999998
Parafia Rzymskokatolicka Opatrzności Bożej,Krokusów 8,8,43-400,Cieszyn,Poland,49.7762443,18.636457266188522
Parafia Rzymskokatolicka Świętej Katarzyny,Kościuszki 66,66,34-350,Węgierska Górka,Poland,49.6136067,19.12986193546452
Parafia Rzymskokatolicka Świętego Maksymiliana Kolbego,Prymasa Stefana Wyszyńskiego 178,178,34-350,Cisiec,Poland,49.58505,19.10184
Parafia Rzymskokatolicka Świętego Bartłomieja,Plac ks. Ferdynanda Sznajdrowicza 6,6,34-324,Lipowa,Poland,49.6786114,19.0906778
Parafia Rzymskokatolicka Matki Bożej Różańcowej,Beskidzka 64,64,34-324,Ostre,Poland,49.65795405,19.08834537887005
Parafia Rzymskokatolicka Świętego Marcina,Plebańska 1,1,34-381,Radziechowy,Poland,49.64700635,19.128110302739728
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Księdza Jerzego Popiełuszki 120,120,34-324,Słotwina,Poland,49.7008082,19.0781954
Parafia Rzymskokatolicka Niepokalanego Serca Najświętszej Maryi Panny,Kościelna 680,680,34-382,Wieprz,Poland,49.6327024,19.1718452
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,ks. Karola Śmiecha 167,167,34-350,Żabnica,Poland,49.58286905,19.152590427543792
Parafia Rzymskokatolicka Świętego Wojciecha Biskupa i Męczennika,Bielska 69,69,32-652,Bulowice,Poland,49.8764283,19.2820647
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,os. 700-lecia 22,22,32-650,Kęty,Poland,49.875958999999995,19.215374836941244
Parafia Rzymskokatolicka Świętych Małgorzaty i Katarzyny,Adama Mickiewicza 4,4,32-650,Kęty,Poland,49.8847058,19.220676213934425
Parafia Rzymskokatolicka Najdroższej Krwi Pana Jezusa,Szkolna 1,1,32-650,Kęty,Poland,49.87356975,19.193942673191067
Parafia Rzymskokatolicka Świętego Jana Kantego,por. Jasieńskiego 1A,1A,32-651,Malec,Poland,49.9162159,19.2382969
Parafia Rzymskokatolicka Świętego Maksymiliana Kolbego,Jagiellońska 2,2,32-651,Nowa Wieś,Poland,49.9042557,19.2149748
Parafia Rzymskokatolicka Świętego Michała Archanioła,Dworska 10,10,32-650,Witkowice,Poland,49.9139263,19.281744099999997
Parafia Rzymskokatolicka Matki Bożej Szkaplerznej,Plebańska 8,8,32-608,Głębowice,Poland,49.9430103,19.330143996023295
Parafia Rzymskokatolicka Świętego Wawrzyńca,Bartłomieja Chowańca 1,1,32-600,Grojec,Poland,49.9807971,19.235238
Parafia Rzymskokatolicka Świętego Andrzeja Apostoła,Kościelna 13,13,32-608,Osiek,Poland,49.954189549999995,19.267516458212746
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Wiśniowa 6,6,32-608,Osiek,Poland,49.9445191,19.3037396688876
Parafia Rzymskokatolicka Niepokalanego Serca Najświętszej Maryi Panny,Długa 269,269,32-607,Polanka Górna,Poland,49.9761841,19.2898527
Parafia Rzymskokatolicka Świętego Mikołaja,Kościelna 26,26,32-607,Polanka Wielka,Poland,49.9867212,19.327265224672132
Parafia Rzymskokatolicka Świętego Bartłomieja,ks. Hanusiaka 2,2,32-600,Poręba Wielka,Poland,50.0086927,19.2834353
Parafia Rzymskokatolicka Świętego Michała Archanioła,Rzeczna 10,10,32-600,Włosienica,Poland,50.01594435,19.311510600000002
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Plebańska 4,4,43-512,Bestwina,Poland,49.90390535,19.058428572302496
Parafia Rzymskokatolicka Świętego Sebastiana,Franciszka Gandora 32,32,43-512,Bestwinka,Poland,49.91989085,19.06799856467577
Parafia Rzymskokatolicka Świętego Wojciecha,św. Wojciecha 10,10,43-331,Dankowice,Poland,49.9273534,19.109192
Parafia Rzymskokatolicka Świętego Urbana,Krakowska 121,121,43-330,Hecznarowice,Poland,49.9013434,19.165007390628887
Parafia Rzymskokatolicka Świętego Józefa Robotnika,Janowicka 138,138,43-512,Janowice,Poland,49.885471,19.0928659
Parafia Rzymskokatolicka Niepokalanego Serca Najświętszej Maryi Panny,Stefana Kóski 2,2,43-514,Kaniów,Poland,49.9381171,19.0486255
Parafia Rzymskokatolicka Świetego Marcina,Bielska 63,63,43-332,Pisarzowice,Poland,49.87972,19.1381615
Parafia Rzymskokatolicka Jezusa Chrystusa Odkupiciela Człowieka,Giewont 2,2,43-316,Bielsko-Biała,Poland,49.8018582,19.032420464444836
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Świata,Startowa 16,16,43-309,Bielsko-Biała,Poland,49.7899467,19.052720814682075
Parafia Rzymskokatolicka Świętego Andrzeja Boboli,św. Andrzeja Boboli 41,41,43-316,Bielsko-Biała,Poland,49.7936869,19.0416354
Parafia Rzymskokatolicka Świętego Maksymiliana Kolbego,św. Maksymiliana Kolbego 1,1,43-303,Bielsko-Biała,Poland,49.81265785,19.01737717007068
Parafia Rzymskokatolicka Świętego Pawła Apostoła,św. Pawła 2,2,43-382,Bielsko-Biała,Poland,49.809687249999996,18.994931539570075
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,św. Stanisława 6,6,43-300,Bielsko-Biała,Poland,49.824732499999996,19.01513645
Parafia Rzymskokatolicka Świętej Małgorzaty,Karpacka 146,146,43-316,Bielsko-Biała,Poland,49.8006915,19.0174111
Parafia Rzymskokatolicka Świętego Franciszka z Asyżu,Przy Torach 1,1,43-382,Bielsko-Biała,Poland,49.8104898,18.97807762253789
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Szczyrkowska 3,3,43-360,Bystra,Poland,49.7738729,19.073062043324093
Parafia Rzymskokatolicka Matki Bożej Królowej Polski,Ofiar Faszyzmu 11,11,32-600,Brzezinka,Poland,50.0408526,19.1817244
Parafia Rzymskokatolicka Matki Bożej Niepokalanej,Franciszkańska 12,12,32-600,Harmęże,Poland,50.0166583,19.1484993
Parafia Rzymskokatolicka Miłosierdzia Bożego,os. Osiedle Rotmistrza Witolda Pileckiego 31,31,32-600,Oświęcim,Poland,50.0301008,19.20331715293836
Parafia Rzymskokatolicka Matki Bożej Wspomożenia Wiernych,Władysława Jagiełły 10,10,32-600,Oświęcim,Poland,50.03648775,19.218929902484497
Parafia Rzymskokatolicka Świętego Józefa,Jana Kilińskiego 15,15,32-600,Oświęcim,Poland,50.039514749999995,19.208241103784438
Parafia Rzymskokatolicka Świętego Maksymiliana Męczennika,św. Maksymiliana Męczennika 2,2,32-600,Oświęcim,Poland,50.036126949999996,19.237987144324947
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,gen. Jarosława Dąbrowskiego 5a,5a,32-600,Oświęcim,Poland,50.0393919,19.2223923
Parafia Rzymskokatolicka Świętego Michała Archanioła,Wolności 8,8,43-440,Goleszów,Poland,49.73404225,18.740976099386017
Parafia Rzymskokatolicka Świętego Bartłomieja,Kościelna 4,4,43-419,Hażlach,Poland,49.8027691,18.6610002
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Harcerska 28,28,43-410,Kaczyce,Poland,49.8338505,18.59179856626051
Parafia Rzymskokatolicka Świętego Marcina,Główna 47,47,43-445,Leszna Górna,Poland,49.695734,18.7175996
Parafia Rzymskokatolicka Świętego Mateusza,Kościelna 2,2,43-426,Ogrodzona,Poland,49.77111,18.72122
Parafia Rzymskokatolicka Świętego Jana Nepomucena,Kościelna 23,23,43-418,Pogwizdów,Poland,49.8049064,18.6032148
Parafia Rzymskokatolicka Świętego Jerzego,Sportowa 1,1,43-400,Puńców,Poland,49.71685445,18.666830276380367
Parafia Rzymskokatolicka Świętego Rocha,Ogrodowa 13,13,43-419,Zamarski,Poland,49.7811772,18.6674748
Parafia Rzymskokatolicka Świętego Bartłomieja,Grodziec 12,12,43-386,Grodziec,Poland,49.7897964,18.8755048
Parafia Rzymskokatolicka Świętego Jerzego,Jasienica 33,33,43-385,Jasienica,Poland,49.8175542,18.9237373
Parafia Rzymskokatolicka Opatrzności Bożej,Wapienicka 17,17,43-384,Jaworze,Poland,49.79240525,18.95180531880368
Parafia Rzymskokatolicka Narodzenia Świętego Jana Chrzciciela,Rudzica 3,3,43-394,Rudzica,Poland,49.8477778,18.9011111
Parafia Rzymskokatolicka Świętego Macieja Apostoła,Solna 2,2,32-651,Bielany,Poland,49.9382491,19.202910236434107
Parafia Rzymskokatolicka Świętego Urbana,Kościelna 2,2,32-620,Brzeszcze,Poland,49.982721850000004,19.144914218562874
Parafia Rzymskokatolicka Świętego Marcina,Świętego Marcina 1,1,32-626,Jawiszowice,Poland,49.9592552,19.1346396
Parafia Rzymskokatolicka Matki Bożej Bolesnej,Wyszyńskiego 20,20,32-626,Jawiszowice,Poland,49.9647051,19.1374048
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,Łukowa 7,7,32-625,Przecieszyn,Poland,49.9804588,19.1742197
Parafia Rzymskokatolicka Przenajświętszej Trójcy,Wilamowicka 7,7,32-600,Rajsko,Poland,50.0072067,19.1918168
Parafia Rzymskokatolicka Świętego Wojciecha,Rynek 2,2,34-340,Jeleśnia,Poland,49.6300441,19.3337783
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Aniołów,Dominikańska 1,1,34-335,Korbielów,Poland,49.5844009,19.3417892
Parafia Rzymskokatolicka Stygmatów Świętego Franciszka z Asyżu,Koszarawa 677,677,34-332,Koszarawa,Poland,49.63666185,19.44872985225464
Parafia Rzymskokatolicka Świętego Karola Boromeusza,Koszarawa 100,100,34-332,Koszarawa,Poland,49.6413425,19.39757390526667
Parafia Rzymskokatolicka Niepokalanego Serca Najświętszej Maryi Panny,Jana Pawła II 226,226,34-340,Krzyżowa,Poland,49.5980319,19.3381377
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Jana Pawła II 137,137,34-331,Pewel Mała,Poland,49.671534,19.2849234
Parafia Rzymskokatolicka Świętej Jadwigi Królowej,A. Czerwińskiego 11,11,34-340,Przyborów,Poland,49.6168736,19.3698012
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Sopotnia Mała 396,396,34-340,Sopotnia Mała,Poland,49.5849361,19.2273226
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Kościelna 1,1,43-356,Bujaków,Poland,49.85262885,19.192651176042283
Parafia Rzymskokatolicka Świętego Bartłomieja,Kościelna 9,9,43-354,Czaniec,Poland,49.85096475,19.243939597117226
Parafia Rzymskokatolicka Matki Bożej Częstochowskiej,Kościelna 10,10,34-311,Czernichów,Poland,49.751790850000006,19.204928922711268
Parafia Rzymskokatolicka Świętego Urbana,ks. Korzonkiewicza 23,23,43-356,Kobiernice,Poland,49.8520593,19.2152691
Parafia Rzymskokatolicka Świętej Marii Magdaleny,ks. Prałata Jana Banasia 5,5,34-312,Międzybrodzie Bialskie,Poland,49.787638900000005,19.195664445528294
Parafia Rzymskokatolicka Matki Bożej Nieustającej Pomocy,Beskidzka 23,23,34-312,Międzybrodzie Żywieckie,Poland,49.76659945,19.211333418763047
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Rynek 1,1,43-353,Porąbka,Poland,49.8198917,19.218415185366098
Parafia Rzymskokatolicka Imienia Najświętszej Marii Panny,Wspólna 200,200,34-360,Kamesznica,Poland,49.573367,19.0557241
Parafia Rzymskokatolicka Zesłania Ducha Świętego,Laliki 159,159,34-360,Laliki,Poland,49.5386111,19.0136111
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Plac Wolności 9,9,34-360,Milówka,Poland,49.557027649999995,19.087850761030598
Parafia Rzymskokatolicka Parafia Matki Bożej Częstochowskiej i Świętego Floriana,Górska 216,216,34-360,Nieledwia,Poland,49.5406539,19.0686882
Parafia Rzymskokatolicka Świętego Wawrzyńca Diakona i Męczennika i Świętego Kazimierza Królewicza,rynek Rynek 1,1,34-370,Rajcza,Poland,49.503865899999994,19.10272622548139
Parafia Rzymskokatolicka Najświętszej Maryi Panny Nieustającej Pomocy,Rycerka Górna 103,103,34-370,Rycerka Górna,Poland,49.4313,19.01344
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Sól 143,143,34-370,Sól,Poland,50.52875,22.64327
Parafia Rzymskokatolicka Świętego Józefa Robotnika,Księdza Prałata Piotrowskiego 10,10,34-371,Ujsoły,Poland,49.47895505,19.143796520511064
Parafia Rzymskokatolicka Świętego Andrzeja Apostoła,Krakowska 121,121,34-322,Gilowice,Poland,49.7133278,19.30698669324817
Parafia Rzymskokatolicka Matki Bożej Wspomożenia Wiernych,Pielgrzymów 20,20,34-331,Przyłęków,Poland,49.6421408,19.2641457
Parafia Rzymskokatolicka Świętego Mikołaja,Franciszkańska 1,1,34-322,Rychwałd,Poland,49.6968455,19.270236681155094
Parafia Rzymskokatolicka MB Nieustającej Pomocy,Wspólna 17,17,34-331,Świnna,Poland,49.66289625,19.256986643920435
Parafia Rzymskokatolicka Matki Bożej Różańcowej,Kościelna 4,4,34-331,Trzebinia,Poland,49.649056099999996,19.221617922329038
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Zamkowa 6,6,34-300,Żywiec,Poland,49.688235899999995,19.20221074323711
Parafia Rzymskokatolicka Miłosierdzia Bożego,Moszczanicka 58A,58A,34-300,Żywiec,Poland,49.697707,19.2334269
Parafia Rzymskokatolicka Świętego Maksymiliana Kolbego,Krakowska 104,104,34-300,Żywiec,Poland,49.7267456,19.232084933478177
Parafia Rzymskokatolicka Chrystusa Króla,Piotra Skargi 5,5,34-300,Żywiec,Poland,49.67462195,19.226360747232103
Parafia Rzymskokatolicka Świętego Floriana,Browarna 3,3,34-300,Żywiec,Poland,49.6782881,19.18791599451685
Parafia Rzymskokatolicka Świętego Macieja,rynek Rynek 37,37,34-120,Andrychów,Poland,49.85358385000001,19.342867503462603
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Starowiejska 30,30,34-120,Andrychów,Poland,49.8628498,19.3504551852659
Parafia Rzymskokatolicka Świętego Marcina,św. Marcina 4,4,34-122,Gierałtowice,Poland,49.93978995,19.38498465
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Wadowicka 110,110,34-120,Inwałd,Poland,49.8628403,19.393694540541432
Parafia Rzymskokatolicka Świętych App. Szymona i Judy Tadeusza,św. Jana Pawła II 5,5,34-122,Nidek,Poland,49.9038083,19.31980930359597
Parafia Rzymskokatolicka Świętego Urbana,Bielska 108,108,34-120,Roczyny,Poland,49.845785,19.3091893
Parafia Rzymskokatolicka Świętego Jakuba,os. Os. Za Kościołem 16,16,34-125,Rzyki,Poland,49.8132393,19.3901731
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Racławicka 202,202,34-125,Sułkowice,Poland,49.8182702,19.3686415
Parafia Rzymskokatolicka Miłosierdzia Bożego,Kościelna 8,8,34-120,Sułkowice,Poland,49.8334531,19.3373287
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,Jawornicka 2,2,34-120,Targanice,Poland,49.81137255,19.32952822122654
Parafia Rzymskokatolicka Wszystkich Świętych,Kościelna 15,15,34-122,Wieprz,Poland,49.8916406,19.3665515
Parafia Rzymskokatolicka Świętych Bartłomieja i Łukasza,Inwałdzka 5,5,34-120,Zagórnik,Poland,49.8391287,19.383720106729484
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Kościelna 53/63,53/63,42-202,Częstochowa,Poland,50.7912488,19.09659316880734
Parafia Rzymskokatolicka Świętego Antoniego z Padwy,Wysoka 9,9,42-216,Częstochowa,Poland,50.7923849,19.1345057
Parafia Rzymskokatolicka Świętej Jadwigi Śląskiej,Wypalanki 24,24,42-200,Częstochowa,Poland,50.77357025,19.116878872292993
Parafia Rzymskokatolicka Świętego Jana Chrzciciela,Długa 78,78,42-208,Częstochowa,Poland,50.768307899999996,19.15658558232286
Parafia Rzymskokatolicka Świętego Rafała Kalinowskiego,Źródlana 4,4,42-216,Częstochowa,Poland,50.786566699999995,19.136715006933702
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Bohaterów Katynia 40/42,0,42-219,Częstochowa,Poland,50.7701472,19.1506784
Parafia Rzymskokatolicka Świętej Urszuli Ledóchowskiej,Gajowa 39/41,39/41,42-229,Częstochowa,Poland,50.7803281,19.1326331
Parafia Rzymskokatolicka Wniebowstąpienia Pańskiego,Sternicza 1,1,42-202,Częstochowa,Poland,50.7556307,19.101219884668538
Parafia Rzymskokatolicka Zesłania Ducha Świętego,Gajowa 2/6,2/6,42-229,Częstochowa,Poland,50.7820468,19.1385982
Parafia Rzymskokatolicka Niepokalanego Serca Najświętszej Maryi Panny,Rozdolna 4,4,42-202,Częstochowa,Poland,50.8181259,19.20389671085366
Parafia Rzymskokatolicka Najświętszej Maryi Panny Wspomożycielki Wiernych,Hutników 68,68,42-202,Częstochowa,Poland,50.7952252,19.1558237
Parafia Rzymskokatolicka Świętej Elżbiety Węgierskiej,Kazimierza Przerwy-Tetmajera 3,3,42-207,Częstochowa,Poland,50.7870359,19.1428411
Parafia Rzymskokatolicka Świętego Floriana,Bolesława Limanowskiego 120,120,42-208,Częstochowa,Poland,50.7776119,19.1569572
Parafia Rzymskokatolicka Świętego Jana z Dukli,Mirowska 51/59,51/59,42-202,Częstochowa,Poland,50.81456555,19.14455813163675
Parafia Rzymskokatolicka Świętego Józefa Rzemieślnika,Stefana Okrzei 41,41,42-208,Częstochowa,Poland,50.7820474,19.1522909
Parafia Rzymskokatolicka Świętego Judy Tadeusza Apostoła,Kaczorowska 56,56,42-202,Częstochowa,Poland,50.80875315,19.1463279909596
Parafia Rzymskokatolicka Świętego Melchiora Grodzieckiego Kapłana i Męczennika,Michała Ossowskiego 9,9,42-207,Częstochowa,Poland,50.78527165,19.148679674592884
Parafia Rzymskokatolicka Milosierdzia Bożego,o. Augustyna Kordeckiego 49,49,42-226,Częstochowa,Poland,50.8081254,19.0859293
Parafia Rzymskokatolicka Nawrócenia Świętego Pawła Apostoła,Trzcinowa 33,33,42-271,Częstochowa,Poland,50.7692644,19.0771843
Parafia Rzymskokatolicka Niepokalanego Poczęcia Najświętszej Maryi Panny,Wielkoborska 123,123,42-280,Częstochowa,Poland,50.8175964,19.0439368
Parafia Rzymskokatolicka Najświętszej Maryi Panny Królowej Polski,Konwaliowa 59,59,42-280,Częstochowa,Poland,50.7854713,19.0718892
Parafia Rzymskokatolicka Przemienienia Pańskiego,Drzewna 40,40,42-280,Częstochowa,Poland,50.792921899999996,19.01795357504525
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Wręczycka 128,128,42-210,Częstochowa,Poland,50.821791250000004,19.06257938434881
Parafia Rzymskokatolicka Świętej Barbary,Św. Barbary 51,51,42-226,Częstochowa,Poland,50.80443215,19.094705408317743
Parafia Rzymskokatolicka Świętego Jana Sarkandra,Cegielniana 44388,44388,42-280,Częstochowa,Poland,50.8018712,19.0721656
Parafia Rzymskokatolicka Świętej Kingi,Zdrowa 68,68,42-271,Częstochowa,Poland,50.7597665,19.083077
Parafia Rzymskokatolicka Świętej Teresy od Dzieciątka Jezus,Gościnna 2,2,42-271,Częstochowa,Poland,50.760384200000004,19.05990639149411
Parafia Rzymskokatolicka Nawiedzenia Najświętszej Maryi Panny,Okólna 113,113,42-218,Częstochowa,Poland,50.826859999999996,19.10599933665825
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,gen. Władysława Sikorskiego 85,85,42-202,Częstochowa,Poland,50.81825525,19.09472387012894
Parafia Rzymskokatolicka Świętego Andrzeja Boboli,Ludowa 68,68,42-215,Częstochowa,Poland,50.8444352,19.107920697435596
"Parafia Rzymskokatolicka Świętych Benedykta, Jana, Mateusza, Izaaka i Krystyna, Pierwszych Męczenników Polski",Obrońców Westerplatte 37,37,42-218,Częstochowa,Poland,50.8323237,19.1081177
Parafia Rzymskokatolicka Świętego Brata Alberta Chmielowskiego,Narcyzowa 34,34,42-224,Częstochowa,Poland,50.8502803,19.1169392
Parafia Rzymskokatolicka Świętej Faustyny Kowalskiej,św. Faustyny 12,12,42-218,Częstochowa,Poland,50.83146675,19.096958381869847
Parafia Rzymskokatolicka Świętego Franciszka z Asyżu,Luba 26,26,42-221,Częstochowa,Poland,50.8343566,19.0650943
Parafia Rzymskokatolicka Świętego Ireneusza Biskupa i Męczennika,Kilińskiego 132,132,42-200,Częstochowa,Poland,50.82436595,19.11255493225424
Parafia Rzymskokatolicka Świętego Kaspra del Bufalo,św. Kaspra del Bufalo 2/18,2/18,42-221,Częstochowa,Poland,50.8430022,19.080251699999998
Parafia Rzymskokatolicka Najświętszej Maryi Panny Częstochowskiej,prof. Kazimierza Michałowskiego 28a,28a,42-224,Częstochowa,Poland,50.84224155,19.123601347053487
Parafia Rzymskokatolicka Najświętszej Maryi Panny z Góry Karmel,Połaniecka 50A,50A,42-209,Częstochowa,Poland,50.871356,19.1705236
Parafia Rzymskokatolicka Opatrzności Bożej,Warszawska 288,288,42-209,Częstochowa,Poland,50.82956275,19.14700179461162
Parafia Rzymskokatolicka Świętego Jacka,Warszawska 452a,452a,42-209,Częstochowa,Poland,50.8391775,19.1673164
Parafia Rzymskokatolicka Świętej Jadwigi Królowej,gen. Józefa Zajączka 6,6,42-202,Częstochowa,Poland,50.819829299999995,19.121047720363322
Parafia Rzymskokatolicka Świętego Jana Kantego,Bronisława Czecha 2,2,42-224,Częstochowa,Poland,50.83804015,19.132693343958813
Parafia Rzymskokatolicka Świętego Kazimierza,Brzeźnicka 45,45,42-215,Częstochowa,Poland,50.8308391,19.1227776
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbe,Stefana Starzyńskiego 11,11,42-224,Częstochowa,Poland,50.84418065,19.133005531345564
Parafia Rzymskokatolicka Świętego Wojciecha Biskupa i Męczennika,Brzeźnicka 59,59,42-215,Częstochowa,Poland,50.8324997,19.122367004647646
Parafia Rzymskokatolicka Narodzenia Pańskiego,Orzechowskiego 1,1,42-200,Częstochowa,Poland,50.80722455,19.11874640857246
Parafia Rzymskokatolicka Świętej Rodziny,Krakowska 15/17,15/17,42-202,Częstochowa,Poland,50.8092181,19.1281556
Parafia Rzymskokatolicka Najświętszej Maryi Panny Zwycięskiej,Juliusza Słowackiego 19/21,19/21,42-217,Częstochowa,Poland,50.80301625,19.108389870051415
Parafia Rzymskokatolicka Świętych Andrzeja Świerada i Benedykta Pustelników,Adama Mickiewicza 44333,44333,42-200,Częstochowa,Poland,50.8009893,19.1136942
Parafia Rzymskokatolicka Świętego Jakuba Apostoła,Jana Kilińskiego 8,8,42-202,Częstochowa,Poland,50.81294455,19.114217441656514
Parafia Rzymskokatolicka Świętego Zygmunta,Krakowska 1,1,42-202,Częstochowa,Poland,50.8112095,19.1280073
Parafia Rzymskokatolicka Świętego Maksymiliana Marii Kolbego,Gościnna 150,150,42-274,Konopiska,Poland,50.7368774,18.9537837
Parafia Rzymskokatolicka Najświętszego Zbawiciela,Tadeusza Kościuszki 99,99,42-290,Blachownia,Poland,50.790051399999996,18.931643257026145
Parafia Rzymskokatolicka Świętego Franciszka z Asyżu,Miarki 24,24,42-290,Blachownia,Poland,50.774116449999994,18.975760548860798
Parafia Rzymskokatolicka Świętego Michała Archanioła,Sienkiewicza 14,14,42-290,Blachownia,Poland,50.78296,18.96257
Parafia Rzymskokatolicka Świętego Jacka,Szkolna 4,4,42-133,Czarna Wieś,Poland,50.8166478,18.84637546762655
Parafia Rzymskokatolicka Świętego Walentego,Częstochowska 12,12,42-274,Konopiska,Poland,50.728092700000005,19.00968828437208
Parafia Rzymskokatolicka Świętych Apostołów Piotra i Pawła,Ogrodowa 58,58,42-130,Grodzisko,Poland,50.8627061,18.948106896454878
Parafia Rzymskokatolicka Najświętszego Ciała i Krwi Chrystusa,Poprzeczna 20,20,42-100,Kłobuck,Poland,50.917147099999994,18.935856788447254
Parafia Rzymskokatolicka Najświętszej Maryi Panny Fatimskiej,Kochanowskiego 14,14,42-100,Kłobuck,Poland,50.9103953,18.943747068367877
Parafia Rzymskokatolicka Świętego Rocha,Główna 28,28,42-110,Rębielice Królewskie,Poland,50.9988552,18.8637266
Parafia Rzymskokatolicka Narodzenia Najświętszej Maryi Panny,Szkolna 11,11,42-151,Waleńczów,Poland,50.92526,18.86706
Parafia Rzymskokatolicka Świętego Mikołaja Biskupa i Wyznawcy,Mikołaja z Wilkowiecka 4,4,42-152,Opatów,Poland,50.9508993,18.865637252226787
Parafia Rzymskokatolicka Najświętszego Serca Pana Jezusa,Kościelna 1,1,42-151,Złochowice,Poland,50.91729375,18.833141579978374
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Kościelna 2,2,42-125,Biała,Poland,50.88037,19.052754699762133
Parafia Rzymskokatolicka Niepokalanego Serca Najświętszej Maryi Panny,Szkolna 5,5,42-233,Czarny Las,Poland,50.8925415,19.0835001
Parafia Rzymskokatolicka Najświętszej Maryi Panny Wspomożycielki Wiernych,Władysława Reymonta 1,1,42-125,Kamyk,Poland,50.9009424,19.0281098
Parafia Rzymskokatolicka Najświętszej Maryi Panny Częstochowskiej,Strażacka 6,6,42-125,Kamyk,Poland,50.9018458,19.0300506
Parafia Rzymskokatolicka Świętej Katarzyny Aleksandryjskiej,Ułańska 2,2,42-120,Miedźno,Poland,50.97018765,18.9808647889654
Parafia Rzymskokatolicka Świętych Apostołów Szymona i Judy Tadeusza,Miedźno 198,198,42-120,Miedźno,Poland,50.9699726,18.9816737
Parafia Rzymskokatolicka Stygmatów Świętego Franciszka z Asyżu,Zadworna 3,3,42-122,Ostrowy nad Okszą,Poland,50.97684835,19.049866345466533
Parafia Rzymskokatolicka Świętego Józefa Robotnika,Wieluńska 28,28,42-110,Popów,Poland,51.0342518,18.9266445
Parafia Rzymskokatolicka Podwyższenia Krzyża Świętego,Kościelna 4,4,42-240,Konin,Poland,50.86587,19.25395
Parafia Rzymskokatolicka Opatrzności Bożej,Strażacka 5,5,42-244,Krasice,Poland,50.83112,19.38208
Parafia Rzymskokatolicka Najświętszej Maryi Panny Nieustającej Pomocy,Małusy Wielkie 91,91,42-244,Małusy Wielkie,Poland,50.789615,19.3346237
Parafia Rzymskokatolicka Wniebowzięcia Najświętszej Maryi Panny,Targowa 2,2,42-244,Wancerzów,Poland,50.8332701,19.290105739903844
Parafia Rzymskokatolicka Świętej Otylii,Wolności 117,117,42-242,Rędziny,Poland,50.85714,19.21141
Parafia Rzymskokatolicka Świętego Stefana Węgierskiego,Główna 11,11,42-270,Skrzydlów,Poland,50.85936635,19.354248343941713
Parafia Rzymskokatolicka Świętego Stanisława Biskupa i Męczennika,Częstochowska 15,15,42-231,Stary Cykarzew,Poland,50.9522863,19.1723739
Parafia Rzymskokatolicka Najświętszej Maryi Panny Różańcowej,Wolności 88,88,42-240,Rudniki,Poland,50.895600099999996,19.218268094742854
